#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 376000      7.46e+00      6.16e-03      7.43e-02      2.20e-02    2.8e-04
 378000      3.31e+00      3.82e-03      3.31e-02      1.37e-02    2.7e-04
 380000      4.92e+00      5.65e-03      4.91e-02      1.09e-02    2.7e-04
 382000      5.75e+00      6.63e-03      5.72e-02      2.30e-02    2.7e-04
 384000      6.30e+00      6.58e-03      6.29e-02      1.23e-02    2.7e-04
 386000      1.73e+00      8.44e-03      1.70e-02      1.12e-02    2.7e-04
 388000      6.17e+00      8.63e-03      6.16e-02      6.81e-03    2.7e-04
 390000      5.21e+00      2.08e-03      5.19e-02      1.67e-02    2.6e-04
 392000      6.13e+00      8.94e-03      6.12e-02      1.50e-02    2.6e-04
 394000      4.14e+00      1.23e-02      4.14e-02      9.86e-03    2.6e-04
 396000      6.12e+00      1.03e-02      6.10e-02      1.56e-02    2.6e-04
 398000      6.20e+00      5.01e-04      6.18e-02      1.71e-02    2.6e-04
 400000      1.39e+00      7.31e-03      1.36e-02      1.04e-02    2.5e-04
 402000      6.18e+00      4.20e-03      6.17e-02      2.10e-02    2.5e-04
 404000      7.73e+00      6.63e-03      7.73e-02      8.63e-03    2.5e-04
 406000      2.18e+00      8.91e-03      2.16e-02      1.14e-02    2.5e-04
 408000      5.09e+00      4.44e-03      5.08e-02      4.18e-03    2.5e-04
 410000      5.53e+00      4.60e-03      5.53e-02      7.52e-03    2.5e-04
 412000      2.42e+00      4.74e-03      2.40e-02      1.93e-02    2.4e-04
 414000      5.86e+00      2.41e-03      5.83e-02      1.73e-02    2.4e-04
 416000      5.46e+00      6.05e-03      5.45e-02      1.04e-02    2.4e-04
 418000      5.10e+00      2.73e-04      5.10e-02      4.25e-03    2.4e-04
 420000      5.45e+00      9.87e-03      5.44e-02      9.59e-03    2.4e-04
 422000      6.89e+00      3.84e-03      6.88e-02      9.94e-03    2.4e-04
 424000      2.53e+00      1.76e-02      2.51e-02      1.55e-02    2.3e-04
 426000      5.91e+00      9.23e-03      5.90e-02      1.16e-02    2.3e-04
 428000      2.35e+00      1.03e-02      2.25e-02      1.89e-02    2.3e-04
 430000      6.81e+00      4.45e-03      6.79e-02      1.48e-02    2.3e-04
 432000      4.50e+00      1.13e-02      4.49e-02      1.09e-02    2.3e-04
 434000      4.26e+00      4.46e-03      4.26e-02      3.98e-03    2.3e-04
 436000      6.03e+00      5.94e-04      6.02e-02      9.63e-03    2.3e-04
 438000      5.78e+00      8.83e-04      5.76e-02      1.28e-02    2.2e-04
 440000      6.10e+00      3.15e-03      6.09e-02      7.13e-03    2.2e-04
 442000      4.01e+00      1.44e-02      4.01e-02      9.68e-03    2.2e-04
 444000      4.67e+00      9.67e-03      4.67e-02      1.23e-02    2.2e-04
 446000      6.38e+00      5.88e-03      6.37e-02      1.04e-02    2.2e-04
 448000      6.21e+00      4.65e-03      6.21e-02      9.09e-03    2.2e-04
 450000      4.59e+00      6.72e-04      4.58e-02      6.95e-03    2.1e-04
 452000      1.71e+00      2.12e-03      1.71e-02      9.51e-03    2.1e-04
 454000      5.66e+00      4.25e-03      5.65e-02      9.35e-03    2.1e-04
 456000      4.75e+00      7.01e-03      4.70e-02      2.43e-02    2.1e-04
 458000      3.47e+00      6.25e-04      3.46e-02      2.14e-02    2.1e-04
 460000      5.19e+00      1.32e-03      5.18e-02      1.20e-02    2.1e-04
 462000      4.29e+00      1.49e-03      4.28e-02      1.16e-02    2.1e-04
 464000      4.74e+00      7.10e-03      4.74e-02      3.56e-03    2.0e-04
 466000      2.87e+00      3.67e-03      2.82e-02      2.66e-02    2.0e-04
 468000      1.47e+00      6.10e-04      1.47e-02      8.12e-03    2.0e-04
 470000      5.46e+00      5.29e-03      5.46e-02      8.15e-03    2.0e-04
 472000      3.85e+00      1.24e-02      3.84e-02      1.17e-02    2.0e-04
 474000      5.80e+00      4.36e-05      5.77e-02      2.09e-02    2.0e-04
 476000      2.49e+00      5.01e-03      2.45e-02      1.53e-02    2.0e-04
 478000      6.04e+00      3.77e-03      6.04e-02      6.12e-03    2.0e-04
 480000      3.70e+00      5.37e-03      3.70e-02      4.62e-03    1.9e-04
 482000      4.33e+00      2.15e-03      4.33e-02      7.02e-03    1.9e-04
